"TIME","GEO","SECTPERF","UNIT","Value"
"2014","Spain","All sectors","Million euro","12 820.756"
"2014","Spain","Business enterprise sector","Million euro","6 784.311"
"2014","Spain","Government sector","Million euro","2 408.695"
"2014","Spain","Higher education sector","Million euro","3 606.171"
"2014","Spain","Private non-profit sector","Million euro","21.58"
"2014","France","All sectors","Million euro","47 918.737"
"2014","France","Business enterprise sector","Million euro","31 132.941"
"2014","France","Government sector","Million euro","6 163.09"
"2014","France","Higher education sector","Million euro","9 883.805"
"2014","France","Private non-profit sector","Million euro","738.901"
"2014","Croatia","All sectors","Million euro","339.857"
"2014","Croatia","Business enterprise sector","Million euro","163.987"
"2014","Croatia","Government sector","Million euro","88.566"
"2014","Croatia","Higher education sector","Million euro","87.304"
"2014","Croatia","Private non-profit sector","Million euro",":"
"2014","Italy","All sectors","Million euro","22 291.054"
"2014","Italy","Business enterprise sector","Million euro","12 343.773"
"2014","Italy","Government sector","Million euro","2 959.783"
"2014","Italy","Higher education sector","Million euro","6 325.7"
"2014","Italy","Private non-profit sector","Million euro","661.798"
"2014","Cyprus","All sectors","Million euro","84.094"
"2014","Cyprus","Business enterprise sector","Million euro","14.582"
"2014","Cyprus","Government sector","Million euro","12.351"
"2014","Cyprus","Higher education sector","Million euro","43.634"
"2014","Cyprus","Private non-profit sector","Million euro","13.527"
"2014","Latvia","All sectors","Million euro","162.8"
"2014","Latvia","Business enterprise sector","Million euro","57.8"
"2014","Latvia","Government sector","Million euro","39"
"2014","Latvia","Higher education sector","Million euro","66"
"2014","Latvia","Private non-profit sector","Million euro",":"
"2014","Lithuania","All sectors","Million euro","376.827"
"2014","Lithuania","Business enterprise sector","Million euro","116.336"
"2014","Lithuania","Government sector","Million euro","64.044"
"2014","Lithuania","Higher education sector","Million euro","196.447"
"2014","Lithuania","Private non-profit sector","Million euro",":"
"2014","Luxembourg","All sectors","Million euro","629.8"
"2014","Luxembourg","Business enterprise sector","Million euro","338.4"
"2014","Luxembourg","Government sector","Million euro","188.035"
"2014","Luxembourg","Higher education sector","Million euro","103.385"
"2014","Luxembourg","Private non-profit sector","Million euro",":"
"2014","Hungary","All sectors","Million euro","1 428.824"
"2014","Hungary","Business enterprise sector","Million euro","1 021.993"
"2014","Hungary","Government sector","Million euro","196.328"
"2014","Hungary","Higher education sector","Million euro","192.858"
"2014","Hungary","Private non-profit sector","Million euro",":"
"2014","Malta","All sectors","Million euro","60.539"
"2014","Malta","Business enterprise sector","Million euro","33.46"
"2014","Malta","Government sector","Million euro","6.042"
"2014","Malta","Higher education sector","Million euro","21.037"
"2014","Malta","Private non-profit sector","Million euro","0"
"2014","Netherlands","All sectors","Million euro","13 267.86"
"2014","Netherlands","Business enterprise sector","Million euro","7 433.425"
"2014","Netherlands","Government sector","Million euro","1 572.252"
"2014","Netherlands","Higher education sector","Million euro","4 262.182"
"2014","Netherlands","Private non-profit sector","Million euro",":"
"2014","Austria","All sectors","Million euro","10 099.78"
"2014","Austria","Business enterprise sector","Million euro","7 152.704"
"2014","Austria","Government sector","Million euro","448.346"
"2014","Austria","Higher education sector","Million euro","2 456.286"
"2014","Austria","Private non-profit sector","Million euro","42.444"
"2014","Poland","All sectors","Million euro","3 864.016"
"2014","Poland","Business enterprise sector","Million euro","1 800.086"
"2014","Poland","Government sector","Million euro","925.531"
"2014","Poland","Higher education sector","Million euro","1 126.784"
"2014","Poland","Private non-profit sector","Million euro","11.615"
"2014","Portugal","All sectors","Million euro","2 232.249"
"2014","Portugal","Business enterprise sector","Million euro","1 035.966"
"2014","Portugal","Government sector","Million euro","139.833"
"2014","Portugal","Higher education sector","Million euro","1 018.025"
"2014","Portugal","Private non-profit sector","Million euro","38.425"
"2014","Romania","All sectors","Million euro","575.12"
"2014","Romania","Business enterprise sector","Million euro","238.41"
"2014","Romania","Government sector","Million euro","247.045"
"2014","Romania","Higher education sector","Million euro","87.531"
"2014","Romania","Private non-profit sector","Million euro","2.134"
"2014","Slovenia","All sectors","Million euro","890.232"
"2014","Slovenia","Business enterprise sector","Million euro","688.518"
"2014","Slovenia","Government sector","Million euro","108.289"
"2014","Slovenia","Higher education sector","Million euro","93.061"
"2014","Slovenia","Private non-profit sector","Million euro","0.364"
"2014","Slovakia","All sectors","Million euro","669.632"
"2014","Slovakia","Business enterprise sector","Million euro","246.678"
"2014","Slovakia","Government sector","Million euro","189.768"
"2014","Slovakia","Higher education sector","Million euro","230.458"
"2014","Slovakia","Private non-profit sector","Million euro","2.728"
"2014","Finland","All sectors","Million euro","6 512.1"
"2014","Finland","Business enterprise sector","Million euro","4 409.5"
"2014","Finland","Government sector","Million euro","563.1"
"2014","Finland","Higher education sector","Million euro","1 489.5"
"2014","Finland","Private non-profit sector","Million euro","50"
"2014","Sweden","All sectors","Million euro","13 611.914"
"2014","Sweden","Business enterprise sector","Million euro","9 125.79"
"2014","Sweden","Government sector","Million euro","509.974"
"2014","Sweden","Higher education sector","Million euro","3 943.397"
"2014","Sweden","Private non-profit sector","Million euro","32.753"
"2014","United Kingdom","All sectors","Million euro","37 960.055"
"2014","United Kingdom","Business enterprise sector","Million euro","24 730.058"
"2014","United Kingdom","Government sector","Million euro","2 756.73"
"2014","United Kingdom","Higher education sector","Million euro","9 786.007"
"2014","United Kingdom","Private non-profit sector","Million euro","687.26"
"2015","Belgium","All sectors","Million euro","10 072.4"
"2015","Belgium","Business enterprise sector","Million euro","7 247.08"
"2015","Belgium","Government sector","Million euro","782.17"
"2015","Belgium","Higher education sector","Million euro","2 008.68"
"2015","Belgium","Private non-profit sector","Million euro","34.47"
"2015","Bulgaria","All sectors","Million euro","433.196"
"2015","Bulgaria","Business enterprise sector","Million euro","317.35"
"2015","Bulgaria","Government sector","Million euro","90.02"
"2015","Bulgaria","Higher education sector","Million euro","23.445"
"2015","Bulgaria","Private non-profit sector","Million euro","2.381"
"2015","Czech Republic","All sectors","Million euro","3 250.243"
"2015","Czech Republic","Business enterprise sector","Million euro","1 765.003"
"2015","Czech Republic","Government sector","Million euro","663.171"
"2015","Czech Republic","Higher education sector","Million euro","809.513"
"2015","Czech Republic","Private non-profit sector","Million euro","12.558"
"2015","Denmark","All sectors","Million euro","8 054.271"
"2015","Denmark","Business enterprise sector","Million euro","4 974.862"
"2015","Denmark","Government sector","Million euro","181.912"
"2015","Denmark","Higher education sector","Million euro","2 864.94"
"2015","Denmark","Private non-profit sector","Million euro","32.587"
"2015","Germany","All sectors","Million euro","87 188"
"2015","Germany","Business enterprise sector","Million euro","59 058"
"2015","Germany","Government sector","Million euro","13 000"
"2015","Germany","Higher education sector","Million euro","15 130"
"2015","Germany","Private non-profit sector","Million euro",":"
"2015","Estonia","All sectors","Million euro","302.766"
"2015","Estonia","Business enterprise sector","Million euro","139.4"
"2015","Estonia","Government sector","Million euro","32.712"
"2015","Estonia","Higher education sector","Million euro","125.217"
"2015","Estonia","Private non-profit sector","Million euro","5.436"
"2015","Ireland","All sectors","Million euro",":"
"2015","Ireland","Business enterprise sector","Million euro",":"
"2015","Ireland","Government sector","Million euro","136.2"
"2015","Ireland","Higher education sector","Million euro","707.4"
"2015","Ireland","Private non-profit sector","Million euro",":"
"2015","Greece","All sectors","Million euro","1 683.85"
"2015","Greece","Business enterprise sector","Million euro","561.41"
"2015","Greece","Government sector","Million euro","465.5"
"2015","Greece","Higher education sector","Million euro","643.77"
"2015","Greece","Private non-profit sector","Million euro","13.17"
"2015","Spain","All sectors","Million euro","13 171.807"
"2015","Spain","Business enterprise sector","Million euro","6 920.014"
"2015","Spain","Government sector","Million euro","2 520.417"
"2015","Spain","Higher education sector","Million euro","3 703.884"
"2015","Spain","Private non-profit sector","Million euro","27.492"
"2015","France","All sectors","Million euro","48 643.42"
"2015","France","Business enterprise sector","Million euro","31 668.184"
"2015","France","Government sector","Million euro","6 357.516"
"2015","France","Higher education sector","Million euro","9 864.327"
"2015","France","Private non-profit sector","Million euro","753.393"
"2015","Croatia","All sectors","Million euro","374.808"
"2015","Croatia","Business enterprise sector","Million euro","191.996"
"2015","Croatia","Government sector","Million euro","91.954"
"2015","Croatia","Higher education sector","Million euro","90.859"
"2015","Croatia","Private non-profit sector","Million euro",":"
"2015","Italy","All sectors","Million euro","21 892"
"2015","Italy","Business enterprise sector","Million euro","12 105.675"
"2015","Italy","Government sector","Million euro","2 901.586"
"2015","Italy","Higher education sector","Million euro","6 254.4"
"2015","Italy","Private non-profit sector","Million euro","630.352"
"2015","Cyprus","All sectors","Million euro","80.4"
"2015","Cyprus","Business enterprise sector","Million euro","13.3"
"2015","Cyprus","Government sector","Million euro","10.9"
"2015","Cyprus","Higher education sector","Million euro","43.2"
"2015","Cyprus","Private non-profit sector","Million euro","13"
"2015","Latvia","All sectors","Million euro","152.3"
"2015","Latvia","Business enterprise sector","Million euro","37.7"
"2015","Latvia","Government sector","Million euro","39"
"2015","Latvia","Higher education sector","Million euro","75.6"
"2015","Latvia","Private non-profit sector","Million euro",":"
"2015","Lithuania","All sectors","Million euro","386.998"
"2015","Lithuania","Business enterprise sector","Million euro","104.068"
"2015","Lithuania","Government sector","Million euro","66.536"
"2015","Lithuania","Higher education sector","Million euro","216.394"
"2015","Lithuania","Private non-profit sector","Million euro",":"
"2015","Luxembourg","All sectors","Million euro","671.07"
"2015","Luxembourg","Business enterprise sector","Million euro","342.4"
"2015","Luxembourg","Government sector","Million euro","208.97"
"2015","Luxembourg","Higher education sector","Million euro","119.7"
"2015","Luxembourg","Private non-profit sector","Million euro",":"
"2015","Hungary","All sectors","Million euro","1 510.935"
"2015","Hungary","Business enterprise sector","Million euro","1 109.625"
"2015","Hungary","Government sector","Million euro","200.778"
"2015","Hungary","Higher education sector","Million euro","183.039"
"2015","Hungary","Private non-profit sector","Million euro",":"
"2015","Malta","All sectors","Million euro","67.603"
"2015","Malta","Business enterprise sector","Million euro","32.794"
"2015","Malta","Government sector","Million euro","11.85"
"2015","Malta","Higher education sector","Million euro","22.96"
"2015","Malta","Private non-profit sector","Million euro","0"
"2015","Netherlands","All sectors","Million euro","13 630"
"2015","Netherlands","Business enterprise sector","Million euro","7 574"
"2015","Netherlands","Government sector","Million euro","1 681"
"2015","Netherlands","Higher education sector","Million euro","4 375"
"2015","Netherlands","Private non-profit sector","Million euro",":"
"2015","Austria","All sectors","Million euro","10 444.16"
"2015","Austria","Business enterprise sector","Million euro","7 396.6"
"2015","Austria","Government sector","Million euro","463.63"
"2015","Austria","Higher education sector","Million euro","2 540.04"
"2015","Austria","Private non-profit sector","Million euro","43.89"
"2015","Poland","All sectors","Million euro","4 316.508"
"2015","Poland","Business enterprise sector","Million euro","2 010.325"
"2015","Poland","Government sector","Million euro","1 052.986"
"2015","Poland","Higher education sector","Million euro","1 246.433"
"2015","Poland","Private non-profit sector","Million euro","6.788"
"2015","Portugal","All sectors","Million euro","2 289.143"
"2015","Portugal","Business enterprise sector","Million euro","1 078.574"
"2015","Portugal","Government sector","Million euro","135.289"
"2015","Portugal","Higher education sector","Million euro","1 041.661"
"2015","Portugal","Private non-profit sector","Million euro","33.618"
"2015","Romania","All sectors","Million euro","782.142"
"2015","Romania","Business enterprise sector","Million euro","344.146"
"2015","Romania","Government sector","Million euro","299.223"
"2015","Romania","Higher education sector","Million euro","136.435"
"2015","Romania","Private non-profit sector","Million euro","2.338"
"2015","Slovenia","All sectors","Million euro","853.067"
"2015","Slovenia","Business enterprise sector","Million euro","650.579"
"2015","Slovenia","Government sector","Million euro","115.218"
"2015","Slovenia","Higher education sector","Million euro","86.934"
"2015","Slovenia","Private non-profit sector","Million euro","0.337"
"2015","Slovakia","All sectors","Million euro","927.272"
"2015","Slovakia","Business enterprise sector","Million euro","259.189"
"2015","Slovakia","Government sector","Million euro","258.341"
"2015","Slovakia","Higher education sector","Million euro","406.069"
"2015","Slovakia","Private non-profit sector","Million euro","3.673"
"2015","Finland","All sectors","Million euro","6 070.9"
"2015","Finland","Business enterprise sector","Million euro","4 047.3"
"2015","Finland","Government sector","Million euro","496.2"
"2015","Finland","Higher education sector","Million euro","1 480.5"
"2015","Finland","Private non-profit sector","Million euro","46.9"
"2015","Sweden","All sectors","Million euro","14 581.387"
"2015","Sweden","Business enterprise sector","Million euro","10 137.061"
"2015","Sweden","Government sector","Million euro","500.989"
"2015","Sweden","Higher education sector","Million euro","3 916.181"
"2015","Sweden","Private non-profit sector","Million euro","27.156"
"2015","United Kingdom","All sectors","Million euro","43 878.203"
"2015","United Kingdom","Business enterprise sector","Million euro","28 839.343"
"2015","United Kingdom","Government sector","Million euro","2 982.915"
"2015","United Kingdom","Higher education sector","Million euro","11 239.598"
"2015","United Kingdom","Private non-profit sector","Million euro","816.341"
